id,code,station,active,stationType,nameDepartment,nameProvince,nameMunicipality,nameBasin,macroregion,latitude,longitude,altitude,owner,start,operator,photo,stationCategory,status
914,A-1767,Eucaliptus,False,Convencional,Oruro,San Pedro de Totora,Eucaliptus,Jiskauma,Altiplano,-17.596389,-67.506111,3761.0,,1970-03-01,,,,Inactivo
1756,00015,Presa Paticonga_EN (SAT),True,Satelital,Chuquisaca,Nor Cinti,San Lucas,Rio San Lucas,Valles,-20.189953,-65.172464,3590.0,Servicio Departamental de Cuencas,,Servicio Departamental de Cuencas,,Hidrológica,Activo
784,A-1963,Floresta,False,Convencional,Santa Cruz,Angel Sandoval,Charagua,Qda. Surumvirey,Chaco,-19.983333,-63.033333,600.0,,1975-11-01,,,,Inactivo
695,A-2164,El Portillo,False,Convencional,Tarija,Nicolás Suárez,Tarija,Rio Santa Ana,Valles,-21.578889,-64.658889,1844.0,,2006-12-01,,,,Inactivo
694,A-2164,El Portillo (c),False,Convencional,Tarija,Nicolás Suárez,Tarija,Rio Santa Ana,Valles,-21.566667,-64.633333,1825.0,,1988-11-01,,,,Inactivo
1545,A-1467,El Porvenir,False,Convencional,La Paz,Arce,San Buenaventura,Parte Baja del Rio Beni,Amazonia,-14.15,-67.866667,436.0,,1992-01-01,,,,Inactivo
697,A-2164,El Rancho,False,Convencional,Tarija,Alonso de Ibáñez,Villa San Lorenzo,Rio Guadalquivir,Valles,-21.433611,-64.751111,1988.0,,2007-01-01,,,,Inactivo
1202,A-1863,Florida,False,Convencional,Santa Cruz,Angel Sandoval,Cabezas,Parte Baja del Rio Guapay,Chaco,-18.565556,-63.379167,570.0,,1977-07-01,,,,Inactivo
702,A-2264,Fortin Campero,False,Convencional,Tarija,Abaroa,Bermejo,Desembocadura de Rio Grande de Tarija,Valles,-22.833333,-64.3,364.0,,1975-04-01,,,,Inactivo
1184,A-2164,Gamoneda,False,Convencional,Tarija,Nicolás Suárez,Tarija,Rio Santa Ana,Valles,-21.483333,-64.633333,1150.0,,1979-11-01,,,,Inactivo
984,A-1763,General Saavedra,False,Convencional,Santa Cruz,Sajama,General Saavedra,Rio Chane,Chiquitania,-17.233333,-63.2,320.0,,1959-01-01,,,,Inactivo
501,A-2458,Gral Gruguez Paraguay,False,Convencional,Tarija,Abuná,,,,-24.741667,-58.836111,89.0,,1992-01-01,,,,Inactivo
15,A-1866,Arbieto (GPRS),True,Automática telemétrica GPRS,Cochabamba,Esteban Arze,Arbieto,Rio Caine,Valles,-17.587836,-66.012196,2708.0,FAO,2012-05-06,,,Meteorológica,Mantenimiento
78,A-1769,Desaguadero_M,True,Automática telemétrica GPRS,La Paz,Ingavi,Desaguadero,Sin Nombre,Altiplano,-16.56617,-69.037128,3829.0,MMAyA (Ministerio de Medio Ambiente y Agua) - UGCK,2020-12-07,UGCK - SENAMHI,stations/station/5rstxk1kxwop4ti.jpeg,Meteorológica,Activo
785,A-1763,Granja Espejos,False,Convencional,Santa Cruz,Nicolás Suárez,El Torno,Rio Hondo,Chiquitania,-17.966667,-63.466667,640.0,,1975-11-01,,,,Inactivo
703,A-2264,Guandacay,False,Convencional,Tarija,Abaroa,Padcaya,Parte Media del Rio Bermejo,Valles,-22.4,-64.5,980.0,,1975-04-01,,,,Inactivo
389,A-1763,Guapilo,False,Convencional,Santa Cruz,Nicolás Suárez,Santa Cruz de la Sierra,Parte Baja del Rio Guapay,Chiquitania,-17.766666999999998,-63.066667,325.0,,1995-07-01,,,,Inactivo
1524,A-1668,Guaqui,False,Convencional,La Paz,Ingavi,Desaguadero,Desaguadero,Altiplano,-16.583333,-68.966667,3823.0,,1942-12-31,,,Meteorológica,Inactivo
391,A-1963,Gutierrez,False,Convencional,Santa Cruz,Angel Sandoval,Gutiérrez,Parte Baja del Rio Guapay,Chaco,-19.420833,-63.5275,970.0,,1981-01-01,,,,Inactivo
647,A-1467,San Buenaventura Camp.,False,Convencional,La Paz,Abel Iturralde,San Buenaventura,Parte Baja del Rio Beni,Amazonia,-14.4225,-67.547778,204.0,,2015-10-31,,stations/station/mfk855lw7v1okx0.png,,Inactivo
1456,A-1765,Hichucollo,False,Convencional,Cochabamba,Sajama,Colomi,Rio Espiritu Santo,Valles,-17.2,-65.966667,3120.0,,1971-03-01,,,,Inactivo
1261,A-1468,Hilo Hilo,False,Convencional,La Paz,Angel Sandoval,Pelechuco,Rio Tuhichi,Yungas - Chapare,-14.883333,-68.933333,4000.0,,1977-09-01,,,,Inactivo
705,A-2164,Huacata,False,Convencional,Tarija,Alonso de Ibáñez,Villa San Lorenzo,Rio Huacata,Valles,-21.238611,-64.845278,2858.0,,2001-11-01,,,,Inactivo
1334,A-1668,Huacullani,False,Convencional,La Paz,Antonio Quijarro,Tiahuanacu,Taraco,Altiplano,-16.466667,-68.733333,3880.0,,1975-12-01,,,,Inactivo
1481,A-1666,Huajchamayu,False,Convencional,Cochabamba,Abel Iturralde,Cocapata,Rio Cotacajes,Yungas - Chapare,-16.916667,-66.616667,3700.0,,1972-07-01,,,,Inactivo
1325,A-1667,Huaji (Zongo),False,Convencional,La Paz,Nicolás Suárez,Yanacachi,Rio Boopy,Yungas - Chapare,-16.383333,-67.8,2700.0,,1977-11-01,,,,Inactivo
1433,A-1767,Huayñacota,False,Convencional,La Paz,Inquisivi,Quime,Rio Cotacajes,Valles,-17.05,-67.3,4000.0,,1975-04-30,,,Meteorológica,Inactivo
1060,A-1767,Huaraco,False,Convencional,La Paz,Sara,Sica Sica,Rio Toloma,Altiplano,-17.35,-67.65,3917.0,,1990-01-01,,,,Inactivo
787,A-1963,Huarirenda,False,Convencional,Santa Cruz,Angel Sandoval,Charagua,Rio San Andres,Chaco,-19.233333,-63.333333,500.0,,1975-03-01,,,,Inactivo
1319,A-1668,Huatajata,False,Convencional,La Paz,Abaroa,Huatajata,Tola Tola,Altiplano,-16.211667,-68.6975,3826.0,,1976-01-01,,,,Inactivo
430,A-1765,Huayapacha,False,Convencional,Cochabamba,Yacuma,Pocona,Rio Irivizu,Valles,-17.55,-65.416667,3000.0,,1973-05-01,,,,Inactivo
1363,A-1668,Huayna Potosí,False,Convencional,La Paz,Nicolás Suárez,Calamarca,Naciente del Rio Jacha Jahuira,Altiplano,-16.866667,-68.15,5200.0,,1977-04-01,,,,Inactivo
788,A-1763,Huaytu,False,Convencional,Santa Cruz,Abuná,Buena Vista,Rio Yapacanicito,Chiquitania,-17.583333,-63.616667,375.0,,1990-09-01,,,,Inactivo
1345,A-1667,Humapalca,False,Convencional,La Paz,Sajama,Irupana,Rio Boopy,Yungas - Chapare,-16.7,-67.583333,1800.0,,1975-10-01,,,,Inactivo
771,A-1964,Catana,False,Convencional,Chuquisaca,Andrés Ibáñez,Villa Ricardo Mugia - Icla,Soroma,Valles,-19.527778,-64.782778,2577.0,,,,,,Inactivo
1542,A-1468,Inca,False,Convencional,La Paz,Angel Sandoval,Apolo,Rio Kaka,Yungas - Chapare,-14.766667,-68.4,1380.0,,1976-11-01,,,,Inactivo
545,A-1668,Tuni EPSAS,True,Convencional,La Paz,Los Andes,Pucarani,Rio Sehuenka,Altiplano,-16.1975,-68.245833,4655.0,EPSAS,1999-12-30,EPSAS,,Meteorológica,Activo
1247,A-2064,Incahuasi_CHUQ,False,Convencional,Chuquisaca,Angel Sandoval,Incahuasi,Parte Alta del Rio Inca Huasi,Valles,-20.766666999999998,-64.866667,2980.0,,1983-01-01,,,,Inactivo
1158,A-1766,Independencia,False,Convencional,Cochabamba,Abel Iturralde,Ayopaya,Rio Cotacajes,Valles,-17.081389,-66.818611,2788.0,,1973-06-01,,,,Inactivo
1203,A-1663,Ingenio Mora,False,Convencional,Santa Cruz,Angel Sandoval,El Puente,Rio Pailas,Chiquitania,-16.45,-63.216667,525.0,,1977-01-01,,,,Inactivo
1405,A-1763,Ingenio Santa Cecilia,False,Convencional,Santa Cruz,Abaroa,Warnes,Rio Chane,Chiquitania,-17.216667,-63.05,256.0,,1969-04-01,,,,Inactivo
1105,A-1667,Inquisivi,False,Convencional,La Paz,Sajama,Quime,Rio Cotacajes,Valles,-16.983333,-67.166667,2766.0,,1975-09-01,,,,Inactivo
1328,A-1668,Iquiaca,False,Convencional,La Paz,Yacuma,Pucarani,Rio Sehuenka,Altiplano,-16.4,-68.55,3850.0,,1973-07-01,,,,Inactivo
1106,A-1668,Irpa Grande,False,Convencional,La Paz,Antonio Quijarro,Viacha,Naciente del Rio Jacha Jahuira,Altiplano,-16.75,-68.3,3890.0,,1997-09-01,,,,Inactivo
433,A-1766,Irpa Irpa,False,Convencional,Cochabamba,Angel Sandoval,Capinota,Rio Caine,Valles,-17.716667,-66.283056,2470.0,,1970-02-01,,,,Inactivo
722,A-2164,Iscayachi - San Antonio ,False,Convencional,Tarija,Alonso de Ibáñez,Tomayapo (El Puente),Rio Tomayapu,Valles,-21.388611,-64.946944,3450.0,,1975-09-01,,,,Inactivo
1104,A-1668,Isicani,False,Convencional,La Paz,Nicolás Suárez,Nuestra Señora de La Paz,Rio Kaka,Valles,-16.083333,-68.033333,2700.0,,1977-01-01,,,,Inactivo
1427,A-1963,Itaguazurenda,False,Convencional,Santa Cruz,Angel Sandoval,Charagua,Qda. Surumvirey,Chaco,-19.783333,-63.083333,690.0,,1961-01-01,,,,Inactivo
1103,A-1569,Italaque,False,Convencional,La Paz,Abuná,Mocomoco,Rio Kaka,Altiplano,-15.483333,-69.033333,3500.0,,1975-06-01,,,,Inactivo
1159,A-1666,Iturata,False,Convencional,Potosí,Angel Sandoval,Inquisivi,Rio Cotacajes,Yungas - Chapare,-16.716667,-66.816667,1350.0,,1977-08-01,,,,Inactivo
1586,A-2067,Julaca_ENFE,False,Convencional,Potosí,Nor Lipez,"Colcha ""K""",Rio Calcha,Altiplano,-20.913056,-67.5575,3670.0,,1969-05-31,,,Meteorológica,Inactivo
1560,A-1965,Keluyo (esqueri),False,Convencional,Potosí,José María Linares,Ckochas,Rio Turuquina,Valles,-19.833333,-65.183333,3400.0,,1976-10-31,,,Meteorológica,Inactivo
1522,A-1668,Irpa Chico,False,Convencional,La Paz,Ingavi,Viacha,Naciente del Rio Jacha Jahuira,Altiplano,-16.733333000000002,-68.366667,3830.0,,1979-12-31,,,Meteorológica,Inactivo
436,A-1766,Jardin Botanico (CBBA),False,Convencional,Cochabamba,Nicolás Suárez,Cochabamba,Rio Caine,Valles,-17.416667,-66.166667,2580.0,,1975-01-01,,,,Inactivo
1517,A-1669,Jinchaca,False,Convencional,La Paz,Ingavi,La (Marka) San Andrés de Machaca,Rio Challa Jahuira,Altiplano,-16.933333,-69.1,4000.0,,1986-11-30,,,Meteorológica,Inactivo
1479,A-1668,Jardin Botanico (LPZ),False,Convencional,La Paz,Los Andes,Laja,Parte Media Rio Jacha Jahuira,Altiplano,-16.533333,-68.383333,3874.0,,1974-12-31,,,Meteorológica,Inactivo
1407,A-1668,Ins. Nal. Sal. Ocupación,False,Convencional,La Paz,Murillo,Nuestra Señora de La Paz,Rio Boopy,Valles,-16.566667,-68.083333,3279.0,,1976-12-31,,,Meteorológica,Inactivo
1305,A-1766,Juan Vena,False,Convencional,Cochabamba,Abuná,Tarata,Rio Caine,Valles,-17.7,-66.05,3270.0,,1974-01-01,,,,Inactivo
1409,A-2067,Julaca,False,Convencional,Potosí,Sabaya,San Pedro de Quemes,Rio Calcha,Altiplano,-20.95,-67.95,3665.0,,1974-02-01,,,,Inactivo
1349,A-1668,Jesús de Machaca,False,Convencional,La Paz,Ingavi,Jesús de Machaca,Parte Baja del Rio Parina Jacha Jahuira,Altiplano,-16.733333000000002,-68.75,3855.0,,1976-05-31,,,Meteorológica,Inactivo
1353,A-1668,Kallutaca,False,Convencional,La Paz,Yacuma,Laja,Rio Vilaque,Altiplano,-16.516666999999998,-68.3,3900.0,,1967-05-01,,,,Inactivo
757,A-1765,San Jacinto Barro negro,False,Convencional,Cochabamba,Chapare,Villa Tunari,Rio Espiritu Santo,Yungas - Chapare,-17.141944,-65.708611,1321.0,SENAMHI,2006-12-30,SENAMHI,stations/station/nhc7q1pe2ws23ca.png,,Inactivo
747,A-2165,Yunchara,False,Convencional,Tarija,Avilés,Yunchará,Villa Pacheco,Altiplano,-21.825833,-65.228611,3580.0,SENAMHI,2005-10-30,SENAMHI,stations/station/ch3f5qpdv5trvc9.png,Meteorológica,Inactivo
556,A-1866,Kataricawa AT,False,Convencional,Oruro,Angel Sandoval,Huanuni,Rio San Juan De Sora Sora,Altiplano,-18.268333,-66.810833,4286.0,,2006-04-01,,,,Inactivo
479,A-1965,Kespillajta,False,Convencional,Potosí,Abel Iturralde,Betanzos,Rio Khona Paya,Valles,-19.5,-65.416667,3325.0,,1980-01-01,,,,Inactivo
1097,A-1667,Khora,False,Convencional,La Paz,Sajama,Inquisivi,Rio Boopy,Yungas - Chapare,-16.533333,-67.2,1000.0,,1976-06-01,,,,Inactivo
756,A-1765,Koari,False,Convencional,Cochabamba,Aroma,Tiraque,Rio Irivizu,Valles,-17.476111,-65.580556,3704.0,,2011-10-01,,,,Inactivo
635,A-2166,Kocani,False,Convencional,Potosí,Sabaya,"Colcha ""K""",Qda. Chuspi Mayu,Altiplano,-21.182778,-66.565833,3800.0,,2011-12-01,,,,Inactivo
1420,A-2064,Kumi Montón,False,Convencional,Chuquisaca,Sabaya,Culpina,Culpina Mayu,Valles,-20.816667,-64.933333,2970.0,,1994-01-01,,,,Inactivo
1189,A-2164,La Angostura_C_TJA,False,Convencional,Tarija,Abel Iturralde,Uriondo,Rio Camacho,Valles,-21.7,-64.6,1690.0,,1975-07-01,,,,Inactivo
789,A-1763,La Belgica,False,Convencional,Santa Cruz,Abaroa,Colpa Bélgica,Rio Hondo,Chiquitania,-17.55,-63.216667,348.0,,1954-02-01,,,,Inactivo
495,A-1962,La Brecha,False,Convencional,Santa Cruz,Angel Sandoval,Charagua,Qda. Surumvirey,Chaco,-19.466667,-62.55,450.0,,1979-10-01,,,,Inactivo
1279,A-1766,La Cumbre,False,Convencional,Cochabamba,Sabaya,Tiquipaya,Rio Caine,Valles,-17.35,-66.233333,4000.0,,1967-06-01,,,,Inactivo
768,A-1763,La Guardia,False,Convencional,Santa Cruz,Nicolás Suárez,Porongo,Rio Hondo,Chiquitania,-17.866667,-63.316667,470.0,,1975-11-01,,,,Inactivo
419,A-1765,Laboratorio Hidraulica UMSS,False,Convencional,Cochabamba,Nicolás Suárez,Totora,Rio Chimore,Valles,-17.443611,-65.171389,2570.0,,1995-01-01,,,,Inactivo
503,A-2164,Ladera Centro,False,Convencional,Tarija,Abel Iturralde,Uriondo,Parte Media del Rio Tarija,Valles,-21.65,-64.533333,2080.0,,1979-11-01,,,,Inactivo
793,A-2063,Lagunillas,False,Convencional,Santa Cruz,Angel Sandoval,Boyuibe,Rococos,Chaco,-20.433333,-63.25,800.0,,1977-07-01,,,,Inactivo
814,A-1965,Alcantari,False,Convencional,Chuquisaca,Andrés Ibáñez,Yamparáez,Rio Yamparaez,Valles,-19.183333,-65.120556,3100.0,,1991-01-01,,,,Inactivo
1515,A-1668,Kollucachi,False,Convencional,,,Salar de Uyuni,Sin Nombre,Altiplano,-16.216667,-68.633333,4333.0,,1976-08-31,,,Meteorológica,Inactivo
897,A-1766,Cochabamba UTO (auto),False,Convencional,Cochabamba,Cercado Cochabamba,Cochabamba,Rio Caine,Valles,-17.416111,-66.174167,2548.0,,,,,Meteorológica,Inactivo
844,A-1964,Viña Quemada (auto),False,Convencional,Chuquisaca,Abel Iturralde,Villa Ricardo Mugia - Icla,Villa Candelaria,Valles,-19.408333,-64.852778,2030.0,,,,,,Inactivo
1323,A-1668,Laja,False,Convencional,La Paz,Nicolás Suárez,Laja,Parte Media Rio Jacha Jahuira,Altiplano,-16.533333,-68.383333,3874.0,,1985-06-01,,,,Inactivo
551,A-1767,La Joya AT,False,Convencional,Oruro,Sajama,Caracollo,Qda. Phusakkollu,Altiplano,-17.775,-67.497222,3526.0,,2011-02-01,,,,Inactivo
792,A-1863,La Junta SEARPI,False,Convencional,Santa Cruz,Sabaya,Samaipata,Rio Hondo,Valles,-18.3,-63.6,1420.0,,1990-01-01,,,,Inactivo
1249,A-1965,La Madona,False,Convencional,Chuquisaca,Nicolás Suárez,Sucre,Parte alta del Rio grande 7,Valles,-19.033333,-65.233333,2840.0,,1978-11-01,,,,Inactivo
1338,A-1667,Licoma,False,Convencional,La Paz,Sajama,Cajuata,Rio Boopy,Yungas - Chapare,-16.55,-67.233333,2500.0,,1976-02-01,,,,Inactivo
390,A-1866,La Palca Pti,False,Convencional,Potosí,Abuná,Colquechaca,Rio San Pedro,Valles,-18.75,-66.016667,3600.0,,1979-12-01,,,,Inactivo
1251,A-1865,La Palma,False,Convencional,Chuquisaca,Nicolás Suárez,Sucre,Parte alta del Rio grande 7,Valles,-18.933333,-65.116667,1992.0,,1973-10-01,,,,Inactivo
927,A-2267,Laguna Colorada,False,Convencional,Potosí,Sur Lipez,San Pablo,Qda. Callejon,Altiplano,-22.172222,-67.8175,4278.0,SENAMHI,1979-10-31,SENAMHI,stations/station/lock0u7m7b4s5wk.png,Meteorológica,Inactivo
1248,A-2064,Huacareta - La Galería,True,Convencional,Chuquisaca,Hernando Siles,Huacareta,Rio parapeti,Chaco,-20.3636,-64.002222,1116.0,SENAMHI,1974-12-31,SENAMHI,,Meteorológica,Inactivo
630,A-1766,La Ramada,False,Convencional,Cochabamba,San Pedro de Totora,Tapacarí,Rio Caine,Valles,-17.55,-66.466667,2800.0,,1975-01-01,,,,Inactivo
712,A-2164,La Ventolera,False,Convencional,Tarija,Abel Iturralde,Uriondo,Desembocadura del Rio Guadalquivir,Valles,-21.683333,-64.616667,1710.0,,1987-03-01,,,,Inactivo
1592,A-1965,Alcantarí_Aeropuerto,True,Convencional,Chuquisaca,Yamparáez,Yamparáez,Rio Yamparaez,Valles,-19.238333,-65.149167,3112.0,SENAMHI,2016-05-29,SENAMHI,,Meteorológica,Activo
713,A-2163,La Vertiente,False,Convencional,Tarija,Abuná,Villa Montes,Rio Ihuiraru,Chaco,-21.347222,-63.287222,348.0,,1980-12-01,,,,Inactivo
1301,A-1765,La Viña,False,Convencional,Cochabamba,Abuná,Anzaldo,Rio Caine,Valles,-17.966667,-65.85,2025.0,,1975-02-01,,,,Inactivo
1108,A-1667,Lambate,False,Convencional,La Paz,San Pedro de Totora,Irupana,Rio Boopy,Yungas - Chapare,-16.6,-67.7,3280.0,,1975-05-01,,,,Inactivo
1253,A-1964,Lamboyo,False,Convencional,Chuquisaca,Abel Iturralde,Tarabuco,Parte alta del Rio grande 7,Valles,-19.071667,-64.810556,2560.0,,1975-10-01,,,,Inactivo
1513,A-1668,Mallasa,False,Convencional,La Paz,Murillo,Nuestra Señora de La Paz,Rio Boopy,Valles,-16.55,-68.083333,3280.0,,1980-02-29,,,Meteorológica,Inactivo
1375,A-2165,San Jose de Pampa Grande,False,Convencional,Potosí,Sur Chichas,Tupiza,Quiriza,Valles,-21.683333,-65.816667,3000.0,,1942-12-31,,stations/station/le4rrrq7619ouyf.png,,Inactivo
1340,A-1968,Llica,False,Convencional,Potosí,Daniel Campos,Llica,Palaya,Altiplano,-19.85,-68.25,3650.0,,1981-11-30,,,Meteorológica,Inactivo
1575,A-1867,Machacamarca_ENFE,False,Convencional,Oruro,Pantaleón Dalence,Machacamarca,Rio San Juan De Sora Sora,Altiplano,-18.176111,-67.02,3725.0,,1967-12-31,,,Meteorológica,Inactivo
1551,A-1667,Mallachuma_H,False,Convencional,La Paz,Loayza,Cairoma,Rio Boopy,Valles,-16.85,-67.666667,2480.0,,1977-06-30,,,Hidrológica,Inactivo
794,A-1664,Los Fierros,False,Convencional,Santa Cruz,Abel Iturralde,San Juan,Rio Ibabo,Chiquitania,-16.5,-64.666667,450.0,,1990-03-01,,,,Inactivo
1164,A-1666,Locotal,False,Convencional,Cochabamba,Abel Iturralde,Cocapata,Rio Cotacajes,Yungas - Chapare,-16.983333,-66.683333,3342.0,,1978-01-01,,,,Inactivo
1507,A-1668,Cahua Zongo,False,Convencional,La Paz,Murillo,Nuestra Señora de La Paz,Rio Kaka,Valles,-16.1,-68.05,3000.0,,,,stations/station/10aboz1togql0y8.png,Meteorológica,Inactivo
795,A-1864,Los Negros,False,Convencional,Santa Cruz,Sabaya,Pampa Grande,Rio Yapacanicito,Valles,-18.047778,-64.1175,1360.0,,1979-01-01,,,,Inactivo
796,A-1863,Los Tojos SEARPI,False,Convencional,Santa Cruz,Sabaya,Cabezas,Parte Baja del Rio Guapay,Chaco,-18.516666999999998,-63.616667,1120.0,,1987-11-01,,,,Inactivo
930,A-1866,Macha,False,Convencional,Potosí,Abuná,Colquechaca,Rio San Pedro,Valles,-18.816667,-66.033333,3480.0,,1976-06-01,,,,Inactivo
1441,A-1763,Macuñucu_H,False,Convencional,Santa Cruz,Abuná,El Torno,Rio Yapacanicito,Chiquitania,-17.983333,-63.6,480.0,,1991-07-01,,,,Inactivo
1454,A-1765,Malaga,False,Convencional,Cochabamba,Sajama,Villa Tunari,Rio Espiritu Santo,Yungas - Chapare,-17.235278,-65.816667,3200.0,,1977-07-01,,,,Inactivo
1255,A-1965,Maragua H,False,Convencional,Chuquisaca,Nicolás Suárez,Sucre,Parte Baja del Rio Ravelo,Valles,-19.033333,-65.416667,3040.0,,1975-07-01,,,,Inactivo
1205,A-1863,Masicuri,False,Convencional,Santa Cruz,Antonio Quijarro,Vallegrande,Parte Baja del Rio Guapay,Valles,-18.983333,-63.7,400.0,,1975-06-01,,,,Inactivo
383,A-1766,Mayca Mayu,False,Convencional,Cochabamba,Sabaya,Quillacollo,Rio Cotacajes,Valles,-17.233333,-66.35,3890.0,,1970-02-01,,,,Inactivo
497,A-2260,Mcal Estigarribia Paraguay,False,Convencional,Tarija,Abuná,,,,-22.030556,-60.618889,167.0,,1950-01-01,,,,Inactivo
1387,A-2167,Mejillones,False,Convencional,Potosí,Aroma,San Agustín,Rio Quetena,Altiplano,-21.7,-67.366667,3940.0,,2001-06-01,,,,Inactivo
1110,A-1667,Miguillas,False,Convencional,La Paz,Sajama,Inquisivi,Rio Boopy,Yungas - Chapare,-16.45,-67.216667,1100.0,,1975-04-01,,,,Inactivo
991,A-1965,Millares_H,False,Convencional,Potosí,Abel Iturralde,Betanzos,Desembocadura del Rio Mataca,Valles,-19.416667,-65.183333,2300.0,,1979-12-01,,,,Inactivo
1612,A-1465,Campamento San Ignacio (CCCC),False,Convencional,Beni,Yacuma,Santa Ana,Rio Apere,Llanuras y Sabanas,-14.962222,-65.883056,198.0,,2018-01-27,,,Meteorológica,Inactivo
1886,23-00136,Puerto Rico S.(GPRS),True,Automática telemétrica GPRS,Pando,Manuripi,Puerto Rico,Rio Orthon,Amazonia,-11.239654,-67.43762,176.0,SENASAG,2023-07-27,SENASAG - SENAMHI,,Meteorológica,Activo
1055,A-1667,Chorocona,True,Convencional,La Paz,Inquisivi,Inquisivi,Rio Cotacajes,Yungas - Chapare,-16.882778,-67.149722,2240.0,SENAMHI,1971-12-30,SENAMHI,,Meteorológica,Activo
1761,00019,Chejecucho (EuroClima),True,Convencional,La Paz,Omasuyos,Achacachi,Naciente del Rio Calahuancani,Altiplano,-15.92154,-68.759439,3839.0,HELVETAS,2021-11-11,Municipio - SENAMHI,stations/station/8nzn7jegbwouzzs.jpeg,Meteorológica,Activo
750,A-1765,Cayarani,True,Convencional,Cochabamba,Chapare,Colomi,Rio Espiritu Santo,Valles,-17.267778,-65.879444,3317.0,SENAMHI,2007-10-31,SENAMHI,stations/station/7mcx7v9vzuiyopp.jpeg,Meteorológica,Activo
426,A-1765,Chujllas,False,Convencional,Cochabamba,Yacuma,Pojo,Rio Chimore,Valles,-17.308333,-65.032778,1400.0,,1963-09-01,,,,Inactivo
1482,A-1766,Chinchiri,False,Convencional,Cochabamba,Abel Iturralde,Capinota,Rio Caine,Valles,-17.716667,-66.283333,2500.0,,1972-08-01,,,,Inactivo
896,A-1765,Chiñata (Aut),False,Convencional,Cochabamba,Sajama,Sacaba,Rio Caine,Valles,-17.404722,-65.979444,2840.0,,2017-12-01,,,,Inactivo
1157,A-1665,Chipiriri,False,Convencional,Cochabamba,Sajama,Villa Tunari,Rio Isiboro,Yungas - Chapare,-16.873333,-65.482778,260.0,,1970-11-01,,,,Inactivo
483,A-1866,Chirokasa,False,Convencional,Potosí,Angel Sandoval,San Pedro de Buena Vista,Rio Caine,Valles,-18.2,-66.2,3600.0,,1975-06-01,,,,Inactivo
571,A-2066,Chocaya_ENFE,False,Convencional,Potosí,Antonio Quijarro,Atocha,Rio Quechisla,Altiplano,-20.883333,-66.266667,3800.0,,1968-01-01,,,,Inactivo
1101,A-1667,Choquetanga Chico,False,Convencional,La Paz,Sajama,Quime,Rio Boopy,Valles,-16.778889,-67.381111,3100.0,,1975-08-01,,,,Inactivo
1429,A-2063,Chorety,False,Convencional,Santa Cruz,Angel Sandoval,Camiri,Qda. Surumvirey,Chaco,-20.033333,-63.55,878.0,,1943-11-01,,,,Inactivo
1277,A-1568,Mapiri,False,Convencional,La Paz,Larecaja,Mapiri,Rio Kaka,Yungas - Chapare,-15.312222,-68.221944,489.0,SENAMHI,1968-05-30,SENAMHI,stations/station/yqcfr0w5q7fzxkv.png,,Inactivo
6,A-1766,Alalay (GPRS),True,Automática telemétrica GPRS,Cochabamba,Cercado Cochabamba,Cochabamba,Rio Caine,Valles,-17.4275,-66.135803,2663.0,,2014-02-13,,,Meteorológica,Activo
1194,A-2163,Palmar Grande,True,Convencional,Tarija,Gran Chaco,Villa Montes,Palmar Grande,Chaco,-21.531389,-63.441944,464.0,SENAMHI,1977-12-30,SENAMHI,stations/station/sfu2x47fubyo55e.png,Meteorológica,Activo
803,A-1662,Paraiso,False,Convencional,Santa Cruz,Ñuflo De Chávez,Concepción,Rio Negro del Baures,Chiquitania,-16.25,-62.166667,480.0,,1994-12-31,,stations/station/zk547n4wtjmd095.png,,Inactivo
1137,A-1764,Comarapa,True,Convencional,Santa Cruz,Manuel María Cabal,Comarapa,Rio Mizque,Valles,-17.913611,-64.529722,1824.0,SENAMHI,1952-12-31,SENAMHI,,Meteorológica,Activo
958,A-1866,Pazña,False,Convencional,Oruro,Poopó,Pazña,Rio Tacagua,Altiplano,-18.599167,-66.93,3695.0,,1944-03-31,,stations/station/5oj8z7kagm3mpu9.png,,Inactivo
208,A-1765,Puente Gumucio_H (GPRS),True,Automática,Cochabamba,Tiraque,Shinahota,Arr. Bubusama,Yungas - Chapare,-16.9739,-65.388901,304.0,,2009-09-13,,stations/station/7byskb7lpo6obnr.png,,Inactivo
1376,A-1467,Angosto del Bala,False,Convencional,Beni,Abel Iturralde,Puerto Menor de Rurrenabaque,Parte Baja del Rio Beni,Amazonia,-14.548611,-67.498056,214.0,,1974-05-01,,,,Inactivo
1910,24-019,Chojñapata,True,Convencional,La Paz,Omasuyos,Villa Ancoraimes,Naciente del Rio Calahuancani,Altiplano,-15.789056,-68.872389,4269.0,Empresa Constructora COINPA S.R.L.,2024-09-30,Empresa Constructora COINPA S.R.L.,,Meteorológica,Activo
75,A-1762,Cuatro Cañadas - Colonia Chihuahua (GPRS),True,Automática telemétrica GPRS,Santa Cruz,Ñuflo De Chávez,Cuatro Cañadas,Cnda. Plus Ultra,Chiquitania,-17.220043,-62.15531,259.0,PROFIN - ANAPO,2019-12-15,SENAMHI,,Meteorológica,Activo
24,A-2064,Camiri,True,Automática,Santa Cruz,Cordillera,Camiri,Qda. Surumvirey,Chaco,-20.006701,-63.525799,798.0,,2004-12-31,,,Meteorológica,Activo
272,A-1566,San Ignacio de Moxos (GPRS),True,Automática,Beni,Moxos,San Ignacio,Rio Niquisi,Llanuras y Sabanas,-14.96728,-65.633019,160.0,,2004-12-29,,,Meteorológica,Activo
